epoch,d_a,g_a,cycle_a,idt_a,d_b,g_b,cycle_b,idt_b
10.233599,0.277,0.230,0.623,0.066,0.142,0.660,0.815,0.059
10.273599,0.287,0.254,0.647,0.060,0.146,0.592,0.865,0.056
10.313599,0.249,0.251,0.773,0.070,0.199,0.966,0.825,0.082
10.353599,0.259,0.282,0.700,0.080,0.055,0.353,0.962,0.066
10.393599,0.267,0.250,0.882,0.085,0.162,0.129,0.993,0.080
10.433599000000001,0.257,0.220,0.717,0.085,0.139,0.294,0.964,0.066
10.473599,0.251,0.246,0.557,0.096,0.080,0.634,0.924,0.062
10.513599000000001,0.271,0.293,0.661,0.083,0.262,0.185,0.955,0.068
10.553599,0.255,0.302,0.656,0.071,0.183,0.209,0.780,0.054
10.593599000000001,0.263,0.295,0.641,0.077,0.143,0.281,0.866,0.058
10.633599,0.244,0.297,0.661,0.063,0.137,0.227,0.713,0.065
10.673599000000001,0.229,0.226,0.718,0.077,0.097,0.292,0.846,0.068
10.713599,0.258,0.244,1.020,0.072,0.161,0.312,0.884,0.107
10.753599000000001,0.244,0.338,0.627,0.067,0.146,0.165,0.816,0.061
10.793599,0.213,0.274,0.934,0.078,0.196,0.343,0.937,0.072
10.833599000000001,0.242,0.309,0.694,0.078,0.109,0.757,0.854,0.062
10.873599,0.225,0.256,0.751,0.062,0.051,0.553,0.759,0.072
10.913599000000001,0.226,0.290,0.611,0.070,0.194,0.739,0.774,0.054
10.953599,0.251,0.268,0.627,0.068,0.108,0.341,0.791,0.061
10.993599000000001,0.208,0.327,0.667,0.068,0.058,0.348,0.866,0.065
11.023999,0.139,0.322,0.738,0.065,0.066,0.426,0.834,0.076
11.063999,0.122,0.380,0.834,0.071,0.035,0.810,0.895,0.069
11.103999,0.088,0.452,1.170,0.076,0.151,0.143,0.838,0.082
11.143999,0.096,0.277,0.884,0.089,0.054,0.955,1.038,0.075
11.183999,0.126,0.253,0.686,0.070,0.169,0.214,0.803,0.057
11.223999000000001,0.162,0.339,0.642,0.072,0.106,0.392,0.871,0.053
11.263999,0.124,0.334,1.085,0.085,0.065,0.406,0.969,0.097
11.303999000000001,0.380,0.786,0.698,0.067,0.095,0.417,0.826,0.053
11.343999,0.112,0.291,0.781,0.082,0.153,0.566,0.896,0.063
11.383999000000001,0.152,0.242,0.782,0.088,0.095,0.381,0.970,0.068
11.423999,0.130,0.239,0.698,0.084,0.088,0.226,0.986,0.058
11.463999000000001,0.103,0.335,0.730,0.071,0.088,0.891,0.889,0.065
11.503999,0.138,0.196,0.810,0.083,0.141,0.270,0.922,0.068
11.543999000000001,0.123,0.336,0.784,0.071,0.170,0.922,0.821,0.087
11.583999,0.069,0.636,0.879,0.088,0.057,0.428,0.997,0.076
11.623999000000001,0.118,0.802,0.872,0.079,0.108,0.431,0.976,0.081
11.663999,0.066,0.521,0.924,0.072,0.085,0.506,0.900,0.078
11.703999000000001,0.110,0.367,0.894,0.077,0.093,0.410,0.856,0.077
11.743999,0.065,0.402,0.733,0.087,0.046,0.445,0.979,0.122
11.783999000000001,0.150,0.321,0.775,0.092,0.049,0.453,1.030,0.085
11.823999,0.159,0.239,0.841,0.083,0.106,0.971,0.959,0.075
11.863999000000002,0.071,0.246,0.692,0.084,0.142,0.290,0.934,0.053
11.903999,0.126,0.396,0.781,0.078,0.071,0.414,0.979,0.068
11.943999,0.260,0.849,0.735,0.073,0.164,0.296,0.824,0.066
11.983999,0.093,0.534,0.718,0.076,0.149,0.971,0.946,0.056
12.014399000000001,0.071,0.481,0.837,0.097,0.261,0.146,1.129,0.066
12.054399,0.069,0.540,0.750,0.088,0.049,1.053,0.918,0.061
12.094399000000001,0.066,0.696,0.777,0.112,0.084,0.328,1.180,0.064
12.134399,0.062,0.558,0.829,0.117,0.079,0.376,1.413,0.060
12.174399000000001,0.432,0.057,0.996,0.089,0.052,0.679,1.165,0.070
12.214399,0.050,0.647,0.742,0.071,0.091,0.345,0.923,0.059
12.254399000000001,0.257,0.114,1.016,0.087,0.353,0.535,0.916,0.095
12.294399,0.099,0.449,0.823,0.082,0.257,0.292,0.865,0.068
12.334399000000001,0.137,0.899,0.927,0.093,0.257,0.251,0.961,0.077
12.374399,0.139,0.302,0.876,0.073,0.249,0.273,0.782,0.075
12.414399000000001,0.259,0.786,0.740,0.066,0.261,0.256,0.721,0.058
12.454399,0.179,1.098,0.924,0.069,0.279,0.313,0.726,0.081
12.494399000000001,0.082,0.415,0.790,0.070,0.250,0.269,0.719,0.064
12.534399,0.205,0.961,0.682,0.086,0.244,0.306,0.848,0.059
12.574399000000001,0.141,0.993,0.769,0.077,0.252,0.329,0.803,0.062
12.614399,0.082,0.402,0.846,0.078,0.262,0.279,0.828,0.077
12.654399000000002,0.189,0.125,0.886,0.080,0.254,0.257,0.784,0.054
12.694399,0.098,0.682,0.945,0.076,0.262,0.292,0.839,0.061
12.734399000000002,0.118,0.187,0.693,0.069,0.240,0.248,0.702,0.055
12.774399,0.082,0.408,0.863,0.063,0.264,0.262,0.635,0.062
12.814399,0.132,0.159,0.779,0.069,0.262,0.304,0.720,0.056
12.854399,0.100,0.163,0.987,0.076,0.259,0.282,0.662,0.085
12.894399,0.074,0.409,0.731,0.084,0.233,0.308,0.925,0.047
12.934399,0.092,0.298,0.861,0.084,0.247,0.259,0.785,0.071
12.974399,0.361,0.971,0.846,0.075,0.270,0.300,0.761,0.065
13.004799,0.241,0.183,0.723,0.075,0.242,0.287,0.782,0.051
13.044799000000001,0.097,0.374,0.725,0.086,0.256,0.190,0.869,0.051
13.084799,0.116,0.782,0.750,0.075,0.270,0.247,0.751,0.056
13.124799000000001,0.156,0.307,0.771,0.069,0.247,0.312,0.821,0.056
13.164799,0.084,0.844,0.790,0.072,0.235,0.249,0.730,0.056
13.204799000000001,0.107,0.202,0.827,0.064,0.250,0.332,0.634,0.068
13.244799,0.125,0.364,0.869,0.079,0.254,0.303,0.810,0.084
13.284799000000001,0.170,0.191,0.904,0.071,0.258,0.285,0.813,0.080
13.324799,0.142,0.321,0.914,0.071,0.247,0.256,0.750,0.067
13.364799000000001,0.358,0.936,0.776,0.090,0.247,0.274,0.963,0.062
13.404799,0.113,0.356,0.903,0.078,0.265,0.275,0.763,0.076
13.444799000000001,0.041,0.605,0.820,0.077,0.240,0.299,0.784,0.066
13.484799,0.397,0.047,0.736,0.068,0.246,0.273,0.720,0.055
13.524799000000002,0.085,0.627,1.092,0.070,0.223,0.279,0.759,0.091
13.564799,0.120,0.237,0.743,0.068,0.218,0.286,0.656,0.053
13.604799000000002,0.046,0.736,0.676,0.082,0.254,0.280,0.858,0.054
13.644799,0.110,0.497,0.765,0.071,0.318,0.414,0.730,0.055
13.684799,0.312,1.066,0.986,0.078,0.258,0.245,0.770,0.065
13.724799,0.115,0.292,0.783,0.083,0.254,0.319,0.876,0.067
13.764799,0.080,0.515,0.739,0.058,0.286,0.290,0.599,0.056
13.804799000000001,0.185,1.200,0.864,0.064,0.251,0.282,0.686,0.054
13.844799,0.190,0.587,0.720,0.082,0.260,0.208,0.814,0.050
13.884799000000001,0.080,0.637,0.712,0.086,0.246,0.273,0.792,0.054
13.924799,0.118,0.239,0.896,0.059,0.256,0.307,0.559,0.071
13.964799000000001,0.237,0.137,0.648,0.059,0.244,0.246,0.635,0.044
14.004799,0.075,0.307,0.843,0.073,0.219,0.310,0.744,0.066
14.035199,0.081,0.322,0.926,0.057,0.274,0.375,0.613,0.078
14.075199000000001,0.154,0.644,0.670,0.092,0.239,0.276,0.840,0.050
14.115199,0.089,0.664,0.950,0.077,0.271,0.296,0.783,0.073
14.155199000000001,0.059,0.577,0.763,0.076,0.275,0.309,0.711,0.064
14.195199,0.238,0.366,0.688,0.084,0.232,0.278,0.732,0.056
14.235199000000001,0.077,0.427,0.825,0.075,0.329,0.270,0.893,0.078
14.275199,0.091,0.896,0.755,0.090,0.237,0.310,0.823,0.052
14.315199000000002,0.120,0.237,0.774,0.067,0.232,0.270,0.702,0.056
14.355199,0.119,0.447,0.908,0.078,0.303,0.241,0.783,0.071
14.395199,0.145,0.754,0.692,0.066,0.220,0.270,0.676,0.052
14.435199,0.097,0.203,0.729,0.064,0.167,0.305,0.722,0.055
14.475199,0.050,0.511,0.725,0.058,0.143,0.389,0.624,0.051
14.515199,0.220,0.162,0.913,0.084,0.168,0.232,0.826,0.059
14.555199,0.066,0.540,0.849,0.075,0.181,0.416,0.791,0.066
14.595199000000001,0.093,0.372,0.788,0.061,0.120,0.255,0.649,0.070
14.635199,0.067,0.344,0.700,0.085,0.149,0.373,0.868,0.058
14.675199000000001,0.057,0.363,0.807,0.070,0.145,0.340,0.826,0.057
14.715199,0.280,0.170,0.828,0.085,0.147,0.264,1.018,0.068
14.755199000000001,0.083,0.644,0.757,0.070,0.074,0.397,0.833,0.058
14.795199,0.057,0.501,0.858,0.074,1.368,1.596,0.907,0.061
14.835199000000001,0.051,0.439,0.937,0.095,0.284,0.269,1.020,0.071
14.875199,0.267,0.213,0.674,0.080,0.265,0.284,0.790,0.051
14.915199000000001,0.055,0.794,0.733,0.077,0.253,0.298,0.789,0.059
